;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart
;1220;1125;3129;;1220;1006;3429;;1220;3722;3306;;1220;3674;4340;;1220;5931;2886;;1220;1669;4884
;1221;1060;3285;;1221;992;3200;;1221;3827;3485;;1221;3523;4033;;1221;5566;3119;;1221;1370;4169
;1222;887;2475;;1222;1141;3322;;1222;3491;3292;;1222;3811;4067;;1222;5879;2906;;1222;1319;4933
;1223;928;3186;;1223;983;3323;;1223;3577;3701;;1223;3037;4127;;1223;5199;2770;;1223;1672;5383
;1224;1027;3011;;1224;1055;3356;;1224;3587;3215;;1224;3697;4205;;1224;6268;3092;;1224;1612;5467
;1225;983;3079;;1225;1147;3259;;1225;3736;3280;;1225;3861;3924;;1225;5947;2834;;1225;1473;4562
;1226;1053;3002;;1226;1000;3221;;1226;3395;3545;;1226;3311;3902;;1226;6081;2943;;1226;1583;5024
;1227;966;2625;;1227;808;3201;;1227;3557;3431;;1227;3732;4073;;1227;6563;3163;;1227;1814;5213
;1228;1039;2909;;1228;923;3335;;1228;3682;3287;;1228;3704;3933;;1228;6016;3295;;1228;1515;4696
;1229;821;2902;;1229;927;3083;;1229;3660;3356;;1229;3818;3894;;1229;5664;2992;;1229;1659;5124
;1230;1202;3195;;1230;966;3471;;1230;3274;3005;;1230;3503;3824;;1230;6173;3205;;1230;1864;5389
;1231;785;2662;;1231;1045;3327;;1231;3261;3393;;1231;3834;4247;;1231;6350;3191;;1231;1652;4933
;1232;922;3044;;1232;1105;3203;;1232;3487;3148;;1232;3416;3974;;1232;5985;3035;;1232;1768;4992
;1233;982;3170;;1233;887;3240;;1233;3431;3052;;1233;3256;3609;;1233;6026;2847;;1233;1474;5249
;1234;986;2892;;1234;1037;3071;;1234;3488;3264;;1234;3473;4024;;1234;6057;3241;;1234;1621;5225
;1235;843;2575;;1235;1033;3131;;1235;3637;3428;;1235;2844;3742;;1235;5958;2946;;1235;1433;5060
;1236;1168;3386;;1236;1047;3382;;1236;3892;3407;;1236;3274;3978;;1236;5921;2887;;1236;1540;5162
;1237;1024;2776;;1237;983;2957;;1237;3571;3272;;1237;3473;3857;;1237;6347;3287;;1237;1345;4919
;1238;1226;3379;;1238;1049;3480;;1238;3217;3206;;1238;3616;3964;;1238;6106;3334;;1238;1660;5022
;1239;912;2900;;1239;1415;3569;;1239;3687;3793;;1239;3721;3862;;1239;6375;3430;;1239;1429;4637
;1240;894;2952;;1240;1206;3166;;1240;3507;3465;;1240;3060;3887;;1240;5419;3231;;1240;1574;5048
;1241;921;3030;;1241;1156;3271;;1241;3114;3152;;1241;4033;4345;;1241;5843;2953;;1241;1578;5204
;1242;973;2818;;1242;916;2902;;1242;3800;3453;;1242;3771;3953;;1242;6375;2891;;1242;1339;4861
;1243;950;2893;;1243;713;2737;;1243;3496;2950;;1243;3463;4266;;1243;5793;2976;;1243;1477;5014
;1244;1159;3418;;1244;988;2953;;1244;3886;3385;;1244;3660;4169;;1244;5821;2787;;1244;1414;5129
;1245;1107;3226;;1245;1102;3402;;1245;3666;3395;;1245;3478;3866;;1245;5909;2738;;1245;1711;4948
;1246;928;3152;;1246;1067;3133;;1246;3523;3461;;1246;3343;4021;;1246;5524;2868;;1246;1180;4871
;1247;946;2898;;1247;1005;3012;;1247;3381;3327;;1247;3445;4089;;1247;6858;3312;;1247;1635;5300
;1248;957;2916;;1248;1075;3223;;1248;3156;3055;;1248;3961;4360;;1248;6049;3051;;1248;1538;5020
;1249;992;3037;;1249;1088;3277;;1249;3631;3642;;1249;3375;3657;;1249;5919;2778;;1249;1605;4741
;1250;1022;3143;;1250;1084;3360;;1250;3461;3489;;1250;3613;4503;;1250;5765;2828;;1250;1699;5609
;1251;1064;3216;;1251;1051;3166;;1251;4389;3416;;1251;3679;3825;;1251;6895;2723;;1251;1517;4325
;1252;864;2912;;1252;1080;3450;;1252;3545;2955;;1252;3546;3824;;1252;6303;3137;;1252;1328;4976
;1253;933;2853;;1253;1166;3344;;1253;3249;3279;;1253;3397;3994;;1253;6110;3369;;1253;1503;4945
;1254;971;3269;;1254;1077;3388;;1254;3766;3340;;1254;4023;3748;;1254;6451;3080;;1254;1682;4772
;1255;1055;3209;;1255;979;2999;;1255;3690;3025;;1255;3444;4152;;1255;6119;2741;;1255;1518;5166
;1256;845;2867;;1256;1006;3269;;1256;3969;3300;;1256;3343;3769;;1256;6084;3265;;1256;1454;5216
;1257;881;3155;;1257;1179;3293;;1257;3259;2828;;1257;3517;3869;;1257;6070;3104;;1257;1337;4856
;1258;937;2919;;1258;1156;3528;;1258;3604;3266;;1258;3381;4109;;1258;5981;2987;;1258;1474;5264
;1259;1037;2954;;1259;1065;3181;;1259;3248;2836;;1259;3707;4068;;1259;5520;2672;;1259;1468;4733
;1260;973;2875;;1260;1156;3628;;1260;3528;3174;;1260;3613;4001;;1260;5929;3107;;1260;1736;5522
;1261;931;2757;;1261;1127;3039;;1261;3291;3225;;1261;4089;4282;;1261;5619;3146;;1261;1729;4963
;1262;1008;3129;;1262;1054;3366;;1262;3500;2955;;1262;3521;3641;;1262;5643;2711;;1262;1542;5441
;1263;1031;3071;;1263;960;2951;;1263;3668;3303;;1263;3225;3953;;1263;6043;3168;;1263;1393;4856
;1264;974;2933;;1264;1164;3271;;1264;3235;3172;;1264;3496;4531;;1264;5840;2914;;1264;1508;5216
;1265;831;3009;;1265;1095;3427;;1265;3620;3418;;1265;3535;4129;;1265;6234;3136;;1265;1565;5491
;1266;944;2692;;1266;993;3114;;1266;3775;3540;;1266;3448;4383;;1266;5351;2747;;1266;1500;5013
;1267;967;2557;;1267;795;3120;;1267;3651;3201;;1267;3502;4368;;1267;6211;3058;;1267;1392;4813
;1268;918;2719;;1268;907;3193;;1268;3519;3460;;1268;3587;4145;;1268;5664;2872;;1268;1411;4924
;1269;977;3109;;1269;1095;3134;;1269;3179;3167;;1269;4059;3984;;1269;6001;2808;;1269;1650;4511
;1270;960;3264;;1270;969;2789;;1270;3067;2911;;1270;4023;4335;;1270;6379;3155;;1270;1682;5365
;1271;1066;3176;;1271;892;3340;;1271;3274;3095;;1271;3669;4162;;1271;5645;2607;;1271;1380;4533
;1272;1072;2946;;1272;993;3245;;1272;3812;3238;;1272;3191;3784;;1272;5436;2807;;1272;1370;4557
;1273;936;3136;;1273;929;3523;;1273;3481;3191;;1273;3736;3753;;1273;6706;3311;;1273;1617;5606
;1274;1165;3256;;1274;778;2911;;1274;3330;3233;;1274;3407;3802;;1274;6255;2974;;1274;1086;4457
;1275;1018;3017;;1275;1053;3057;;1275;3254;3160;;1275;3443;4130;;1275;5003;2390;;1275;1458;4948
;1276;1213;3225;;1276;974;3089;;1276;3165;2988;;1276;3711;4151;;1276;6070;2919;;1276;1701;5455
;1277;944;3150;;1277;1102;3198;;1277;3404;3040;;1277;3502;4270;;1277;6265;3293;;1277;1446;5194
;1278;1073;3004;;1278;985;3105;;1278;3475;3351;;1278;3587;3853;;1278;5608;3367;;1278;1537;5573
;1279;853;2864;;1279;903;3252;;1279;3588;3303;;1279;3940;4190;;1279;6237;2778;;1279;1588;5019
;1280;1009;2998;;1280;1081;3134;;1280;3346;3094;;1280;3525;3812;;1280;6448;3244;;1280;1341;4878
;1281;1121;3045;;1281;864;3014;;1281;3603;3418;;1281;3257;4025;;1281;5859;2682;;1281;1598;4919
;1282;877;2564;;1282;1023;3167;;1282;3130;3066;;1282;3502;4121;;1282;5538;2633;;1282;1369;5008
;1283;989;2959;;1283;962;3103;;1283;3188;3022;;1283;2853;3693;;1283;5553;2779;;1283;1781;5062
;1284;1092;3008;;1284;960;3201;;1284;3321;3238;;1284;3766;4266;;1284;5976;3488;;1284;1779;5271
;1285;1030;3112;;1285;987;3080;;1285;3329;2805;;1285;3299;4016;;1285;5971;2868;;1285;1616;5293
;1286;1014;3015;;1286;1060;3248;;1286;3389;3065;;1286;3199;4017;;1286;6312;2800;;1286;1451;4909
;1287;1098;2942;;1287;1136;3246;;1287;3928;3648;;1287;3213;3894;;1287;4920;2821;;1287;1441;4655
;1288;773;2654;;1288;869;3399;;1288;3158;2860;;1288;3162;3788;;1288;6573;3143;;1288;1398;4395
;1289;1142;3303;;1289;1021;3235;;1289;3358;2992;;1289;3431;3997;;1289;5227;2915;;1289;1564;5514
;1290;1130;3097;;1290;1096;3416;;1290;3720;3309;;1290;3277;4347;;1290;5648;2927;;1290;1539;5084
;1291;994;2564;;1291;989;3037;;1291;3475;2990;;1291;3514;4045;;1291;5864;2953;;1291;1573;4934
;1292;851;2792;;1292;992;2984;;1292;3586;3039;;1292;2780;3517;;1292;5825;2976;;1292;1690;4953
;1293;970;3234;;1293;1018;2951;;1293;3864;3379;;1293;3424;4387;;1293;5571;3170;;1293;1627;4967
;1294;1146;3071;;1294;1008;3418;;1294;3431;3332;;1294;3242;3907;;1294;6272;3088;;1294;1314;4671
;1295;914;2885;;1295;1108;3367;;1295;3660;3295;;1295;3018;3861;;1295;5959;3087;;1295;1629;5080
;1296;1112;3112;;1296;978;3298;;1296;3496;3349;;1296;3845;4487;;1296;6807;3129;;1296;1384;4735
;1297;894;3106;;1297;924;2930;;1297;3867;3274;;1297;3922;3816;;1297;5670;2861;;1297;1496;5202
;1298;1147;3305;;1298;991;2879;;1298;3253;3158;;1298;3629;3991;;1298;6548;2889;;1298;1296;4746
;1299;786;2554;;1299;1022;3199;;1299;3438;2941;;1299;3543;4298;;1299;6290;3084;;1299;1665;4906
;1300;874;2808;;1300;1122;3369;;1300;3661;3101;;1300;3829;4255;;1300;6382;3124;;1300;1480;5489
;1301;958;3068;;1301;1071;3259;;1301;3218;2905;;1301;3895;3959;;1301;5977;2911;;1301;1512;5225
;1302;1162;3216;;1302;977;3185;;1302;3517;3259;;1302;3649;4044;;1302;5842;2950;;1302;1254;4305
;1303;920;3040;;1303;1300;3423;;1303;3356;3226;;1303;3638;4555;;1303;5612;2691;;1303;1524;5443
;1304;1032;2990;;1304;902;3157;;1304;3185;2709;;1304;3246;3557;;1304;6301;3239;;1304;1611;4856
;1305;1033;3242;;1305;1291;3558;;1305;3376;3344;;1305;3409;3996;;1305;6420;3441;;1305;1322;4810
;1306;925;3040;;1306;1022;3379;;1306;3328;3421;;1306;3462;3585;;1306;6456;3181;;1306;1498;5126
;1307;1066;2880;;1307;1158;3196;;1307;3648;2883;;1307;3855;4007;;1307;5907;2918;;1307;1415;4624
;1308;1068;3325;;1308;1008;3211;;1308;3364;3116;;1308;4032;4353;;1308;6316;3249;;1308;1559;4962
;1309;923;2966;;1309;903;3096;;1309;4089;3265;;1309;3577;3787;;1309;5707;3109;;1309;1558;5135
;1310;938;2687;;1310;1177;3530;;1310;3617;3377;;1310;3957;4098;;1310;5785;2489;;1310;1432;4972
;1311;1077;3079;;1311;1019;3542;;1311;3398;3073;;1311;3334;3757;;1311;6199;3295;;1311;1545;5389
;1312;1044;2992;;1312;1125;3511;;1312;3544;3360;;1312;4025;4621;;1312;5748;2902;;1312;1477;4879
;1313;1109;3003;;1313;1036;3536;;1313;3817;3247;;1313;3876;4402;;1313;4738;2684;;1313;1644;4868
;1314;1139;3039;;1314;986;3489;;1314;3858;3439;;1314;3529;3864;;1314;6508;2845;;1314;1678;5504
;1315;1093;3204;;1315;1063;3220;;1315;3224;2991;;1315;3895;3714;;1315;5774;3067;;1315;1576;5161
;1316;967;2741;;1316;1084;3259;;1316;3689;3102;;1316;3376;3920;;1316;5545;2841;;1316;1503;5058
;1317;1173;3017;;1317;1072;3378;;1317;3153;2932;;1317;3324;3770;;1317;6021;2914;;1317;1534;5225
;1318;954;3175;;1318;1061;3224;;1318;3493;3097;;1318;3151;4162;;1318;6999;3507;;1318;1624;5448
;1319;1029;2819;;1319;844;3153;;1319;3268;2897;;1319;3389;4147;;1319;5889;2895;;1319;1582;5160
;1320;892;2991;;1320;787;2834;;1320;3402;3251;;1320;3452;4175;;1320;5539;2505;;1320;1515;4823
;1321;1069;3085;;1321;971;3285;;1321;3769;3175;;1321;3198;3521;;1321;6299;2890;;1321;1640;5225
;1322;1062;2956;;1322;948;3353;;1322;2895;3172;;1322;3252;4095;;1322;6493;3323;;1322;1604;5329
;1323;1143;2934;;1323;867;3056;;1323;3517;3221;;1323;3115;3803;;1323;5551;2750;;1323;1668;5546
;1324;1007;2760;;1324;1007;3168;;1324;3281;3177;;1324;3920;4385;;1324;5178;2872;;1324;1335;4910
;1325;1161;3166;;1325;826;2897;;1325;3533;3092;;1325;3589;3701;;1325;5423;3077;;1325;1274;4329
;1326;959;2985;;1326;926;3435;;1326;3236;2728;;1326;3415;3759;;1326;6411;3127;;1326;1519;4995
;1327;1148;3332;;1327;991;3185;;1327;3654;3481;;1327;3429;3623;;1327;6282;2538;;1327;1424;4724
;1328;1031;2864;;1328;995;2851;;1328;3611;3010;;1328;3473;4024;;1328;5574;2908;;1328;1361;4916
;1329;1149;3299;;1329;920;2974;;1329;3296;3508;;1329;3492;3859;;1329;6179;3083;;1329;1253;4706
;1330;1035;2832;;1330;1007;3145;;1330;3762;3603;;1330;3188;3920;;1330;6409;2873;;1330;1303;4752
;1331;970;2676;;1331;1116;3576;;1331;3941;3156;;1331;3562;4055;;1331;6195;2943;;1331;1569;4945
;1332;1041;3200;;1332;803;3224;;1332;3848;3100;;1332;3390;4107;;1332;5673;3033;;1332;1571;4951
;1333;1029;3051;;1333;759;2937;;1333;3551;3541;;1333;3167;3767;;1333;6441;3045;;1333;1485;4647
;1334;899;2914;;1334;909;2960;;1334;3277;3289;;1334;3361;3870;;1334;6179;2877;;1334;1543;5043
;1335;934;2960;;1335;976;3291;;1335;3044;2834;;1335;3869;3990;;1335;5785;3044;;1335;1399;4485
;1336;983;3333;;1336;920;2945;;1336;3542;3105;;1336;3326;3710;;1336;6085;2972;;1336;1391;4791
;1337;1089;3363;;1337;1077;3381;;1337;3309;3318;;1337;3650;3745;;1337;5858;3015;;1337;1429;4623
;1338;910;2860;;1338;777;2999;;1338;3882;3323;;1338;3429;3821;;1338;5941;2715;;1338;1531;5432
;1339;775;2843;;1339;1003;3276;;1339;3510;3019;;1339;3273;4055;;1339;6392;3042;;1339;1495;4727
;1340;1037;3166;;1340;1062;3540;;1340;3572;3243;;1340;3802;3930;;1340;5816;2885;;1340;1678;5407
;1341;845;2865;;1341;929;3187;;1341;3574;3408;;1341;3746;4300;;1341;5988;2785;;1341;1248;4296
;1342;866;2919;;1342;1034;3129;;1342;3367;3005;;1342;3480;3821;;1342;5555;2743;;1342;1506;4968
;1343;927;3304;;1343;844;3122;;1343;3614;3049;;1343;3751;3994;;1343;5341;2687;;1343;1265;4360
;1344;872;2831;;1344;845;3446;;1344;3621;3373;;1344;3374;4256;;1344;5684;2960;;1344;1568;5119
;1345;1049;3088;;1345;1083;3170;;1345;3666;3589;;1345;3533;4082;;1345;6127;2963;;1345;1504;4677
;1346;978;2975;;1346;865;2779;;1346;3318;3394;;1346;3348;3965;;1346;6205;3112;;1346;1439;5099
;1347;960;3098;;1347;1166;3318;;1347;3342;3210;;1347;3425;4205;;1347;5752;3063;;1347;1546;5284
;1348;923;3128;;1348;1059;3402;;1348;3969;3602;;1348;3462;3881;;1348;5995;3179;;1348;1606;4856
;1349;992;3120;;1349;1007;3333;;1349;3803;3336;;1349;3743;4114;;1349;5800;2556;;1349;1445;4642
;1350;970;3254;;1350;954;2967;;1350;3929;3485;;1350;3544;3830;;1350;5277;2739;;1350;1513;4676
;1351;907;2930;;1351;912;2947;;1351;3354;3374;;1351;3465;3807;;1351;5576;2851;;1351;1473;4877
;1352;944;3221;;1352;1048;3081;;1352;3531;3170;;1352;3866;4020;;1352;5692;2838;;1352;1481;5141
;1353;1090;3164;;1353;911;3087;;1353;3954;3853;;1353;3434;4071;;1353;5845;2849;;1353;1569;5380
;1354;979;3129;;1354;943;3004;;1354;2996;3044;;1354;3279;4028;;1354;6323;3065;;1354;1496;4774
;1355;1168;3052;;1355;1044;3394;;1355;3655;3470;;1355;3782;4188;;1355;5817;3156;;1355;1576;5388
;1356;979;2857;;1356;923;2806;;1356;3316;2887;;1356;3841;4222;;1356;6725;2957;;1356;1468;4906
;1357;896;2974;;1357;1117;3503;;1357;3597;3187;;1357;4061;4288;;1357;6315;3293;;1357;1802;5082
;1358;992;2824;;1358;828;3209;;1358;3856;3662;;1358;3620;3997;;1358;5977;3125;;1358;1794;5361
;1359;801;3050;;1359;1110;3373;;1359;3472;2982;;1359;3580;3834;;1359;6186;3075;;1359;1447;4932
;1360;1007;3113;;1360;1016;3440;;1360;3779;3232;;1360;3533;4417;;1360;6373;3054;;1360;1588;5567
;1361;1004;3198;;1361;1060;3178;;1361;3546;3431;;1361;3623;3938;;1361;5830;3248;;1361;1525;5332
;1362;1063;3481;;1362;1026;3067;;1362;3439;2894;;1362;3251;3630;;1362;5977;3198;;1362;1629;5506
;1363;960;3178;;1363;1162;3735;;1363;3384;3218;;1363;3821;4134;;1363;5767;2966;;1363;1525;4751
;1364;920;3066;;1364;1148;3375;;1364;3349;3346;;1364;3759;4387;;1364;6241;3026;;1364;1388;4836
;1365;1074;3250;;1365;1093;3331;;1365;3620;2912;;1365;4007;4172;;1365;5814;2906;;1365;1408;5109
;1366;1082;3299;;1366;1141;3576;;1366;3232;3308;;1366;3637;4056;;1366;5878;2975;;1366;1644;5251
;1367;835;2698;;1367;855;2726;;1367;3267;3457;;1367;3525;3841;;1367;6351;3084;;1367;1269;4360
;1368;1087;2889;;1368;1100;3629;;1368;3405;3060;;1368;3257;3774;;1368;5985;2887;;1368;1668;5679
;1369;1155;3545;;1369;948;3135;;1369;3493;3351;;1369;3462;3907;;1369;6366;3363;;1369;1459;4733
;1370;1119;3033;;1370;1046;3337;;1370;3623;3445;;1370;3407;3931;;1370;6753;2962;;1370;1528;5069
;1371;906;2781;;1371;972;2923;;1371;3296;3376;;1371;3172;3581;;1371;5536;2973;;1371;1465;4551
;1372;1068;3124;;1372;1037;3626;;1372;3795;3257;;1372;3506;4229;;1372;5794;2896;;1372;1606;4969
;1373;917;3007;;1373;1075;3511;;1373;3559;3414;;1373;3466;4214;;1373;6602;2858;;1373;1309;4581
;1374;1063;3003;;1374;1123;3260;;1374;3564;3147;;1374;3815;4133;;1374;5976;3088;;1374;1307;4339
;1375;963;2856;;1375;825;2825;;1375;3514;3199;;1375;3604;4024;;1375;5983;2953;;1375;1563;5261
;1376;1164;3403;;1376;1005;3339;;1376;3265;3059;;1376;3697;3996;;1376;6045;2959;;1376;1424;5165
;1377;953;3143;;1377;973;3193;;1377;3307;3147;;1377;3560;3811;;1377;5882;2841;;1377;1497;4433
;1378;942;2898;;1378;902;2741;;1378;2900;3045;;1378;3591;4199;;1378;5589;2629;;1378;1556;5383
;1379;853;2863;;1379;993;3189;;1379;3507;3191;;1379;3140;3512;;1379;7011;3027;;1379;1562;5385
;1380;889;2694;;1380;1025;3219;;1380;3812;3462;;1380;3563;3988;;1380;5744;2909;;1380;1384;4582
;1381;1099;3150;;1381;871;3523;;1381;3526;3052;;1381;3400;4002;;1381;6748;2864;;1381;1391;4948
;1382;1114;3112;;1382;1060;3103;;1382;3479;3032;;1382;3413;4025;;1382;5788;3065;;1382;1646;5418
;1383;894;2846;;1383;978;3219;;1383;3317;3194;;1383;3598;3762;;1383;5205;3153;;1383;1627;5594
;1384;915;2975;;1384;897;2990;;1384;3184;3086;;1384;3633;3717;;1384;6068;2987;;1384;1353;4846
;1385;962;3066;;1385;980;3109;;1385;3020;2891;;1385;4050;4406;;1385;5231;2688;;1385;1630;4947
;1386;997;3242;;1386;1121;3338;;1386;3633;3351;;1386;3995;4119;;1386;5525;3014;;1386;1625;4770
;1387;1168;3071;;1387;1058;3061;;1387;3697;3462;;1387;3609;3847;;1387;5388;3205;;1387;1436;5067
;1388;883;2772;;1388;1070;3324;;1388;3494;3022;;1388;3512;3697;;1388;5572;2987;;1388;1470;5062
;1389;869;2873;;1389;965;3157;;1389;3429;3079;;1389;3514;3841;;1389;6082;2924;;1389;1439;4955
;1390;1056;3040;;1390;997;3133;;1390;3857;3306;;1390;4043;4402;;1390;5853;3006;;1390;1564;4801
;1391;915;2867;;1391;797;3158;;1391;3062;3530;;1391;3075;3634;;1391;7071;3248;;1391;1821;5296
;1392;1040;3041;;1392;982;3349;;1392;3416;3153;;1392;3686;4189;;1392;5550;2808;;1392;1426;5116
;1393;1117;2724;;1393;962;3028;;1393;3641;3514;;1393;3772;3719;;1393;6105;3073;;1393;1606;5084
;1394;993;2952;;1394;1068;2974;;1394;3346;3170;;1394;3626;4376;;1394;6443;3463;;1394;1639;4993
;1395;942;2882;;1395;957;2992;;1395;3314;3264;;1395;3409;3772;;1395;5587;3055;;1395;1495;5026
;1396;1076;2781;;1396;1041;3089;;1396;3509;3210;;1396;3462;4121;;1396;5707;3030;;1396;1441;4609
;1397;874;2638;;1397;1154;3218;;1397;3497;3040;;1397;3227;4039;;1397;6102;3116;;1397;1605;4988
;1398;912;3170;;1398;956;3194;;1398;3685;3574;;1398;3762;4419;;1398;5814;3130;;1398;1275;4631
;1399;1133;3060;;1399;877;2792;;1399;3565;2980;;1399;3337;4169;;1399;6416;3074;;1399;1390;4676
;1400;1018;3059;;1400;948;2991;;1400;3482;3210;;1400;3117;3616;;1400;6048;2963;;1400;1472;5204
;1401;975;3000;;1401;1195;3775;;1401;3594;3307;;1401;3472;3728;;1401;6338;2931;;1401;1566;5020
;1402;966;3136;;1402;1130;3673;;1402;3563;3343;;1402;3686;4024;;1402;6426;3118;;1402;1501;5148
;1403;993;3073;;1403;1096;3269;;1403;3453;3319;;1403;3632;3746;;1403;5693;2785;;1403;1452;5444
;1404;873;2913;;1404;1110;3425;;1404;3426;3130;;1404;3466;4193;;1404;6210;2863;;1404;1710;6081
;1405;993;3148;;1405;986;3526;;1405;3538;3306;;1405;3337;3910;;1405;6101;3014;;1405;1445;5211
;1406;1063;3215;;1406;1025;3412;;1406;3669;3390;;1406;3110;3813;;1406;5580;2885;;1406;1471;4739
;1407;912;3026;;1407;937;3027;;1407;3017;3075;;1407;3445;3904;;1407;6002;3140;;1407;1329;4920
;1408;984;2788;;1408;975;3132;;1408;3468;3130;;1408;3786;4258;;1408;5906;3130;;1408;1595;4655
;1409;999;2979;;1409;1159;3538;;1409;2627;2790;;1409;3409;3944;;1409;5722;3147;;1409;1616;5019
;1410;1081;3117;;1410;910;3244;;1410;3628;3044;;1410;3761;4136;;1410;6082;2877;;1410;1449;4466
;1411;1210;2859;;1411;978;3397;;1411;3449;3076;;1411;3657;3967;;1411;5799;2656;;1411;1434;4621
;1412;1224;3612;;1412;1019;3430;;1412;3531;2945;;1412;3407;4272;;1412;6041;2350;;1412;1599;4724
;1413;842;2736;;1413;1036;3259;;1413;3254;3427;;1413;3443;4148;;1413;5446;2969;;1413;1330;4574
;1414;989;3129;;1414;972;3116;;1414;3744;3584;;1414;3720;3900;;1414;6305;3321;;1414;1390;4416
;1415;836;3032;;1415;947;3131;;1415;3120;3259;;1415;3299;3541;;1415;6177;3487;;1415;1570;5100
;1416;1123;3057;;1416;1207;3243;;1416;3116;3230;;1416;2905;3920;;1416;5771;2745;;1416;1455;4920
;1417;900;2767;;1417;1169;3395;;1417;3474;3103;;1417;3396;4028;;1417;6151;3011;;1417;1774;5141
;1418;780;2989;;1418;794;3018;;1418;3941;3387;;1418;3403;3950;;1418;6009;2921;;1418;1453;4878
;1419;926;2919;;1419;946;3174;;1419;3540;3580;;1419;3397;3951;;1419;5888;3285;;1419;1520;4810
;1420;846;2744;;1420;980;3246;;1420;3576;3288;;1420;3409;3982;;1420;5792;3067;;1420;1268;5041
;1421;1042;3041;;1421;981;3404;;1421;3502;3544;;1421;3445;3965;;1421;5892;2918;;1421;1560;4851
;1422;973;3078;;1422;985;3057;;1422;3702;3403;;1422;3392;3945;;1422;5976;3096;;1422;1588;5092
;1423;962;2833;;1423;1054;3190;;1423;3227;2847;;1423;3214;3646;;1423;5800;2812;;1423;1507;4853
;1424;1059;2897;;1424;928;2960;;1424;3542;3556;;1424;3604;4106;;1424;6284;2936;;1424;1693;5648
;1425;1032;3243;;1425;1003;3127;;1425;3199;3375;;1425;3595;3795;;1425;5794;3014;;1425;1405;4885
;1426;916;2671;;1426;804;2813;;1426;3903;3197;;1426;3637;4066;;1426;6025;2716;;1426;1644;5054
;1427;1026;2847;;1427;908;2996;;1427;3272;3036;;1427;3395;3499;;1427;6255;3019;;1427;1487;5008
;1428;958;3164;;1428;1174;3340;;1428;3567;3293;;1428;3572;4095;;1428;6714;3427;;1428;1459;4751
;1429;1174;3174;;1429;867;3338;;1429;3514;3045;;1429;3147;3716;;1429;6734;3046;;1429;1652;5090
;1430;1072;3062;;1430;988;2983;;1430;3569;3163;;1430;3131;3603;;1430;5678;2802;;1430;1423;5034
;1431;900;2917;;1431;1022;3109;;1431;3434;3104;;1431;3432;3708;;1431;6222;3039;;1431;1326;4736
;1432;1095;3243;;1432;933;3040;;1432;3774;3423;;1432;3003;4085;;1432;6766;2784;;1432;1422;5069
;1433;989;2983;;1433;1085;3115;;1433;3942;3570;;1433;3253;3956;;1433;6527;3356;;1433;1744;5146
;1434;1028;3155;;1434;945;2854;;1434;3623;3466;;1434;3186;3673;;1434;6062;2920;;1434;1465;5089
;1435;946;2908;;1435;993;3417;;1435;2998;2964;;1435;3637;3952;;1435;6768;3095;;1435;1311;4781
;1436;951;2980;;1436;930;3094;;1436;3317;2988;;1436;3546;4412;;1436;6280;3218;;1436;1609;5415
;1437;966;3029;;1437;954;3296;;1437;3362;2933;;1437;3339;3967;;1437;5290;2783;;1437;1415;5216
;1438;1131;2862;;1438;990;3359;;1438;3546;3304;;1438;3791;3716;;1438;5963;2875;;1438;1378;4941
;1439;1137;2960;;1439;1023;3302;;1439;3647;3118;;1439;3077;3974;;1439;5678;3038;;1439;1413;4521
;1440;1000;2782;;1440;767;3119;;1440;3658;2821;;1440;3433;4057;;1440;5818;3092;;1440;1567;5537
;1441;1136;2961;;1441;1077;3015;;1441;3765;3641;;1441;3732;4149;;1441;5486;2917;;1441;1674;5231
;1442;1115;2864;;1442;942;3064;;1442;4045;3423;;1442;3235;4011;;1442;5730;3047;;1442;1581;5328
;1443;965;2883;;1443;973;3156;;1443;3604;3419;;1443;3296;3892;;1443;5946;3164;;1443;1460;4679
;1444;928;2771;;1444;970;3160;;1444;3794;3376;;1444;3618;4099;;1444;5712;3092;;1444;1443;4690
;1445;899;2986;;1445;1058;3435;;1445;3371;3023;;1445;3292;4022;;1445;6322;3183;;1445;1456;4612
;1446;961;2612;;1446;917;3036;;1446;3696;3154;;1446;3254;3516;;1446;5662;2939;;1446;1497;5104
;1447;974;3115;;1447;1003;3320;;1447;2995;3010;;1447;3425;4186;;1447;5906;3039;;1447;1395;4885
;1448;936;2996;;1448;975;3385;;1448;3476;3192;;1448;3238;3838;;1448;6245;3263;;1448;1511;4915
;1449;1012;2967;;1449;946;3309;;1449;3232;3177;;1449;3441;3831;;1449;5938;2974;;1449;1396;4875
;1450;981;3082;;1450;1145;3218;;1450;3586;3196;;1450;3674;4427;;1450;6100;3133;;1450;1368;4963
;1451;1029;2946;;1451;1096;3270;;1451;3463;3128;;1451;3557;3618;;1451;5506;3064;;1451;1546;5094
;1452;916;2883;;1452;1006;3396;;1452;3369;3139;;1452;3494;3924;;1452;6142;2999;;1452;1485;4979
;1453;1044;3004;;1453;1047;3164;;1453;3379;3078;;1453;3701;4199;;1453;5925;3143;;1453;1634;5335
;1454;1038;2897;;1454;884;3099;;1454;3301;2925;;1454;3712;4274;;1454;5975;3136;;1454;1469;5008
